-1.0 -0.3999999999999999
-0.8 -0.3999999999999999
-0.6000000000000001 -0.3999999999999999
-0.3999999999999999 -0.3999999999999999
-0.19999999999999996 -0.3999999999999999
0.0 -0.3999999999999999
0.20000000000000018 -0.3999999999999999
0.3999999999999999 -0.3999999999999999
0.6000000000000001 -0.3999999999999999
0.7999999999999998 -0.3999999999999999
1.0 -0.3999999999999999
1.2000000000000002 -0.3999999999999999
1.4 -0.3999999999999999
1.6 -0.3999999999999999
1.7999999999999998 -0.3999999999999999
2.0 -0.3999999999999999
-2.0 -0.19999999999999996
-1.8 -0.19999999999999996
-1.6 -0.19999999999999996
-1.4 -0.19999999999999996
-1.2 -0.19999999999999996
-1.0 -0.19999999999999996
-0.8 -0.19999999999999996
-0.6000000000000001 -0.19999999999999996
-0.3999999999999999 -0.19999999999999996
-0.19999999999999996 -0.19999999999999996
0.0 -0.19999999999999996
0.20000000000000018 -0.19999999999999996
0.3999999999999999 -0.19999999999999996
0.6000000000000001 -0.19999999999999996
0.7999999999999998 -0.19999999999999996
1.0 -0.19999999999999996
1.2000000000000002 -0.19999999999999996
1.4 -0.19999999999999996
1.6 -0.19999999999999996
1.7999999999999998 -0.19999999999999996
2.0 -0.19999999999999996
-2.0 0.0
-1.8 0.0
-1.6 0.0
-1.4 0.0
-1.2 0.0
-1.0 0.0
-0.8 0.0
-0.6000000000000001 0.0
-0.3999999999999999 0.0
-0.19999999999999996 0.0
0.0 0.0
0.20000000000000018 0.0
0.3999999999999999 0.0
0.6000000000000001 0.0
0.7999999999999998 0.0
1.0 0.0
1.2000000000000002 0.0
1.4 0.0
1.6 0.0
1.7999999999999998 0.0
2.0 0.0
-2.0 0.20000000000000018
-1.8 0.20000000000000018
-1.6 0.20000000000000018
-1.4 0.20000000000000018
-1.2 0.20000000000000018
-1.0 0.20000000000000018
-0.8 0.20000000000000018
-0.6000000000000001 0.20000000000000018
-0.3999999999999999 0.20000000000000018
-0.19999999999999996 0.20000000000000018
0.0 0.20000000000000018
0.20000000000000018 0.20000000000000018
0.3999999999999999 0.20000000000000018
0.6000000000000001 0.20000000000000018
0.7999999999999998 0.20000000000000018
1.0 0.20000000000000018
1.2000000000000002 0.20000000000000018
1.4 0.20000000000000018
1.6 0.20000000000000018
1.7999999999999998 0.20000000000000018
2.0 0.20000000000000018
-2.0 0.3999999999999999
-1.8 0.3999999999999999
-1.6 0.3999999999999999
-1.4 0.3999999999999999
-1.2 0.3999999999999999
-1.0 0.3999999999999999
-0.8 0.3999999999999999
-0.6000000000000001 0.3999999999999999
-0.3999999999999999 0.3999999999999999
-0.19999999999999996 0.3999999999999999
0.0 0.3999999999999999
0.20000000000000018 0.3999999999999999
0.3999999999999999 0.3999999999999999
0.6000000000000001 0.3999999999999999
0.7999999999999998 0.3999999999999999
1.0 0.3999999999999999
1.2000000000000002 0.3999999999999999
1.4 0.3999999999999999
1.6 0.3999999999999999
1.7999999999999998 0.3999999999999999
2.0 0.3999999999999999
-2.0 0.6000000000000001
-1.8 0.6000000000000001
-1.6 0.6000000000000001
-1.4 0.6000000000000001
-1.2 0.6000000000000001
-1.0 0.6000000000000001
-0.8 0.6000000000000001
-0.6000000000000001 0.6000000000000001
-0.3999999999999999 0.6000000000000001
-0.19999999999999996 0.6000000000000001
0.0 0.6000000000000001
0.20000000000000018 0.6000000000000001
0.3999999999999999 0.6000000000000001
0.6000000000000001 0.6000000000000001
0.7999999999999998 0.6000000000000001
1.0 0.6000000000000001
1.2000000000000002 0.6000000000000001
1.4 0.6000000000000001
1.6 0.6000000000000001
1.7999999999999998 0.6000000000000001
2.0 0.6000000000000001
-2.0 0.7999999999999998
-1.8 0.7999999999999998
-1.6 0.7999999999999998
-1.4 0.7999999999999998
-1.2 0.7999999999999998
-1.0 0.7999999999999998
-0.8 0.7999999999999998
-0.6000000000000001 0.7999999999999998
-0.3999999999999999 0.7999999999999998
-0.19999999999999996 0.7999999999999998
0.0 0.7999999999999998
0.20000000000000018 0.7999999999999998
0.3999999999999999 0.7999999999999998
0.6000000000000001 0.7999999999999998
0.7999999999999998 0.7999999999999998
1.0 0.7999999999999998
1.2000000000000002 0.7999999999999998
1.4 0.7999999999999998
1.6 0.7999999999999998
1.7999999999999998 0.7999999999999998
2.0 0.7999999999999998
-2.0 1.0
-1.8 1.0
-1.6 1.0
-1.4 1.0
-1.2 1.0
-1.0 1.0
-0.8 1.0
-0.6000000000000001 1.0
-0.3999999999999999 1.0
-0.19999999999999996 1.0
0.0 1.0
0.20000000000000018 1.0
0.3999999999999999 1.0
0.6000000000000001 1.0
0.7999999999999998 1.0
1.0 1.0
1.2000000000000002 1.0
1.4 1.0
1.6 1.0
1.7999999999999998 1.0
2.0 1.0
-2.0 1.2000000000000002
-1.8 1.2000000000000002
-1.6 1.2000000000000002
-1.4 1.2000000000000002
-1.2 1.2000000000000002
-1.0 1.2000000000000002
-0.8 1.2000000000000002
-0.6000000000000001 1.2000000000000002
-0.3999999999999999 1.2000000000000002
-0.19999999999999996 1.2000000000000002
0.0 1.2000000000000002
0.20000000000000018 1.2000000000000002
0.3999999999999999 1.2000000000000002
0.6000000000000001 1.2000000000000002
0.7999999999999998 1.2000000000000002
1.0 1.2000000000000002
1.2000000000000002 1.2000000000000002
1.4 1.2000000000000002
1.6 1.2000000000000002
1.7999999999999998 1.2000000000000002
2.0 1.2000000000000002
-2.0 1.4
-1.8 1.4
-1.6 1.4
-1.4 1.4
-1.2 1.4
-1.0 1.4
-0.8 1.4
-0.6000000000000001 1.4
-0.3999999999999999 1.4
-0.19999999999999996 1.4
0.0 1.4
0.20000000000000018 1.4
0.3999999999999999 1.4
0.6000000000000001 1.4
0.7999999999999998 1.4
1.0 1.4
1.2000000000000002 1.4
1.4 1.4
1.6 1.4
1.7999999999999998 1.4
2.0 1.4
-2.0 1.6
-1.8 1.6
-1.6 1.6
-1.4 1.6
-1.2 1.6
-1.0 1.6
-0.8 1.6
-0.6000000000000001 1.6
-0.3999999999999999 1.6
-0.19999999999999996 1.6
0.0 1.6
0.20000000000000018 1.6
0.3999999999999999 1.6
0.6000000000000001 1.6
0.7999999999999998 1.6
1.0 1.6
1.2000000000000002 1.6
1.4 1.6
1.6 1.6
1.7999999999999998 1.6
2.0 1.6
-2.0 1.7999999999999998
-1.8 1.7999999999999998
-1.6 1.7999999999999998
-1.4 1.7999999999999998
-1.2 1.7999999999999998
-1.0 1.7999999999999998
-0.8 1.7999999999999998
-0.6000000000000001 1.7999999999999998
-0.3999999999999999 1.7999999999999998
-0.19999999999999996 1.7999999999999998
0.0 1.7999999999999998
0.20000000000000018 1.7999999999999998
0.3999999999999999 1.7999999999999998
0.6000000000000001 1.7999999999999998
0.7999999999999998 1.7999999999999998
1.0 1.7999999999999998
1.2000000000000002 1.7999999999999998
1.4 1.7999999999999998
1.6 1.7999999999999998
1.7999999999999998 1.7999999999999998
2.0 1.7999999999999998
-2.0 2.0
-1.8 2.0
-1.6 2.0
-1.4 2.0
-1.2 2.0
-1.0 2.0
-0.8 2.0
-0.6000000000000001 2.0
-0.3999999999999999 2.0
-0.19999999999999996 2.0
0.0 2.0
0.20000000000000018 2.0
0.3999999999999999 2.0
0.6000000000000001 2.0
0.7999999999999998 2.0
1.0 2.0
1.2000000000000002 2.0
1.4 2.0
1.6 2.0
1.7999999999999998 2.0
2.0 2.0
